Account ,Date,Transaction Type,No.,Name,Memo/Description,Split,Amount,Balance
,04/02/2021,Invoice,12131,Vance Daigle,,Orders in Hand/Deferred Income,"25,000.00","954,405.25"
,04/02/2021,Payment,,Vance Daigle,,Barter Account,-52.98,"954,352.27"
,04/02/2021,Payment,,L&O Group SA,,Commerzbank,"-105,447.77","848,904.50"
,05/02/2021,Invoice,12132,Website Sale,,Sales of Product Income:Non UK Sales,54,"848,958.50"
,05/02/2021,Invoice,12135,Website Sale,,Sales of Product Income:UK Sales,24,"848,982.50"
,05/02/2021,Invoice,12133,Website Sale,,Sales of Product Income:Non UK Sales,173.33,"849,155.83"
,05/02/2021,Payment,,Website Sale,,Barter Account,-0.54,"849,155.29"
,05/02/2021,Payment,,Website Sale,,NatWest ****7810,-170.7,"848,984.59"
,05/02/2021,Payment,,Website Sale,,NatWest ****7810,-53.04,"848,931.55"
,05/02/2021,Payment,,Sheikh Khalid Bin Rashid Al-Khalifa,,Natwest Saver ****7829,-172.83,"848,758.72"
,05/02/2021,Payment,,Website Sale,,Barter Account,-2.63,"848,756.09"
,05/02/2021,Payment,,Website Sale,,NatWest ****7810,-23.46,"848,732.63"
,05/02/2021,Payment,,Website Sale,,Barter Account,-0.96,"848,731.67"
,08/02/2021,Invoice,12138,Website Sale,,Sales of Product Income:Non UK Sales,185,"848,916.67"
,08/02/2021,Invoice,12134,Gut Grambow Fieldsports GmbH,,-Split-,"1,765.83","850,682.50"
,08/02/2021,Invoice,12139,Website Sale,,Sales of Product Income:Non UK Sales,239,"850,921.50"
,08/02/2021,Invoice,12137,Website Sale,,Sales of Product Income:Non UK Sales,218.33,"851,139.83"
,08/02/2021,Invoice,12136,Website Sale,,Sales of Product Income:Non UK Sales,233.33,"851,373.16"
,08/02/2021,Invoice,12140,Vere Harmsworth,,Sales of Product Income:Sales,408,"851,781.16"
,08/02/2021,Payment,,Website Sale,,Barter Account,-3.47,"851,777.69"
,08/02/2021,Payment,,Website Sale,,NatWest ****7810,-231.87,"851,545.82"
,08/02/2021,Payment,,Website Sale,,NatWest ****7810,-215.07,"851,330.75"
,08/02/2021,Payment,,Website Sale,,Barter Account,-7.13,"851,323.62"
,08/02/2021,Payment,,Website Sale,,NatWest ****7810,-179.43,"851,144.19"
,08/02/2021,Payment,,Website Sale,,Barter Account,-3.26,"851,140.93"
,08/02/2021,Payment,,Website Sale,,NatWest ****7810,-229.86,"850,911.07"
,08/02/2021,Payment,,Website Sale,,Barter Account,-5.57,"850,905.50"
,09/02/2021,Invoice,12141,Website Sale,,Sales of Product Income:Non UK Sales,229.17,"851,134.67"
,09/02/2021,Payment,,Sheikh Khalid Bin Ibrahim Al-Khalifa,,Commerzbank,"-7,173.43","843,961.24"
,09/02/2021,Payment,,Website Sale,,Barter Account,-3.41,"843,957.83"
,09/02/2021,Payment,,Website Sale,,NatWest ****7810,-225.76,"843,732.07"
,11/02/2021,Invoice,12145,SHOP SALE,,Sales of Product Income:UK Sales,0,"843,732.07"
,11/02/2021,Invoice,12143,Website Sale,,Sales of Product Income:Non UK Sales,137.5,"843,869.57"
,11/02/2021,Invoice,12144,Website Sale,,Sales of Product Income:Non UK Sales,341.67,"844,211.24"
,11/02/2021,Invoice,12142,Website Sale,,Sales of Product Income:Non UK Sales,106.67,"844,317.91"
,11/02/2021,Credit Note,12146,SHOP SALE,,Sales of Product Income:UK Sales,-10,"844,307.91"
,11/02/2021,Payment,,Website Sale,,Barter Account,-2.13,"844,305.78"
,11/02/2021,Payment,,Website Sale,,NatWest ****7810,-336.69,"843,969.09"
,11/02/2021,Payment,,Website Sale,,Barter Account,-3.29,"843,965.80"
,11/02/2021,Payment,,Website Sale,,NatWest ****7810,-103.38,"843,862.42"
,11/02/2021,Payment,,Website Sale,,NatWest ****7810,-135.37,"843,727.05"
,11/02/2021,Payment,,Website Sale,,Barter Account,-4.98,"843,722.07"
,11/02/2021,Payment,,SHOP SALE,,-Split-,,"843,722.07"
,12/02/2021,Payment,,Stephen Anderson,,Commerzbank,"-43,555.00","800,167.07"
,12/02/2021,Payment,,Vere Harmsworth,,Commerzbank,-408,"799,759.07"
,12/02/2021,Payment,,Ifzaal  Musa,,Commerzbank,"-10,000.00","789,759.07"
,15/02/2021,Invoice,12150,Website Sale,,Sales of Product Income:Non UK Sales,112.33,"789,871.40"
,15/02/2021,Invoice,12149,Website Sale,,Sales of Product Income:UK Sales,92,"789,963.40"
,15/02/2021,Invoice,12147,Website Sale,,Sales of Product Income:Non UK Sales,191.67,"790,155.07"
,15/02/2021,Invoice,12148,SHOP SALE,,Sales of Product Income:UK Sales,0,"790,155.07"
,15/02/2021,Payment,,Website Sale,,NatWest ****7810,-188.79,"789,966.28"
,15/02/2021,Payment,,Website Sale,,Barter Account,-1.77,"789,964.51"
,15/02/2021,Payment,,Website Sale,,NatWest ****7810,-90.51,"789,874.00"
,15/02/2021,Payment,,Website Sale,,Barter Account,-1.49,"789,872.51"
,15/02/2021,Payment,,Website Sale,,Barter Account,-2.88,"789,869.63"
,15/02/2021,Payment,,Website Sale,,NatWest ****7810,-110.56,"789,759.07"
,16/02/2021,Invoice,12152,Website Sale,,Sales of Product Income:Non UK Sales,255,"790,014.07"
,16/02/2021,Invoice,12151,Website Sale,,Sales of Product Income:Non UK Sales,48.33,"790,062.40"
,16/02/2021,Payment,,Gut Grambow Fieldsports GmbH,,Commerzbank,"-4,996.83","785,065.57"
,16/02/2021,Payment,,Website Sale,,NatWest ****7810,-46.73,"785,018.84"
,16/02/2021,Payment,,Website Sale,,Barter Account,-7.6,"785,011.24"
,16/02/2021,Payment,,Website Sale,,Barter Account,-1.6,"785,009.64"
,16/02/2021,Payment,,Website Sale,,NatWest ****7810,-247.4,"784,762.24"
,17/02/2021,Invoice,12155,Website Sale,,Sales of Product Income:Non UK Sales,50,"784,812.24"
,17/02/2021,Invoice,12154,Hannes Pickard,,Sales of Product Income:Non UK Sales,220,"785,032.24"
,17/02/2021,Invoice,12153,Website Sale,,Sales of Product Income:Non UK Sales,265,"785,297.24"
,17/02/2021,Payment,,Website Sale,,NatWest ****7810,-261.09,"785,036.15"
,17/02/2021,Payment,,Website Sale,,NatWest ****7810,-49.1,"784,987.05"
,17/02/2021,Payment,,Website Sale,,Barter Account,-0.9,"784,986.15"
,17/02/2021,Payment,,Website Sale,,Barter Account,-3.91,"784,982.24"
,17/02/2021,Payment,,David Auger,,Commerzbank,"-7,900.00","777,082.24"
,18/02/2021,Invoice,12156,Gut Grambow Fieldsports GmbH,,Sales of Product Income:Non UK Sales,66,"777,148.24"
,22/02/2021,Invoice,12158,SHOP SALE,,Sales of Product Income:UK Sales,0,"777,148.24"
,22/02/2021,Invoice,12159,Paul F Barnhart Jr,,-Split-,"5,000.00","782,148.24"
,22/02/2021,Payment,,Website Sale,,NatWest ****7810,-558.54,"781,589.70"
,22/02/2021,Payment,,Website Sale,,Barter Account,-8.13,"781,581.57"
,22/02/2021,Invoice,12157,Website Sale,,Sales of Product Income:Non UK Sales,566.67,"782,148.24"
,23/02/2021,Payment,,Website Sale,,NatWest ****7810,-107.42,"782,040.82"
,23/02/2021,Payment,,Website Sale,,Barter Account,-3.41,"782,037.41"
,23/02/2021,Payment,,Website Sale,,NatWest ****7810,-229.86,"781,807.55"
,23/02/2021,Payment,,Website Sale,,Barter Account,-2.86,"781,804.69"
,23/02/2021,Payment,,Website Sale,,NatWest ****7810,-135.37,"781,669.32"
,23/02/2021,Payment,,Website Sale,,NatWest ****7810,-88.81,"781,580.51"
,23/02/2021,Payment,,Website Sale,,Barter Account,-3.47,"781,577.04"
,23/02/2021,Payment,,Website Sale,,Barter Account,-2.13,"781,574.91"
,23/02/2021,Invoice,12160,Website Sale,,Sales of Product Income:Non UK Sales,91.67,"781,666.58"
,23/02/2021,Invoice,12163,David Auger,,Sales of Product Income:Non UK Sales,45,"781,711.58"
,23/02/2021,Invoice,12164,Website Sale,,Sales of Product Income:Non UK Sales,137.5,"781,849.08"
,23/02/2021,Invoice,12161,Website Sale,,Sales of Product Income:Non UK Sales,233.33,"782,082.41"
,23/02/2021,Invoice,12162,Website Sale,,Sales of Product Income:Non UK Sales,110.83,"782,193.24"
,24/02/2021,Invoice,12165,Website Sale,,Sales of Product Income:Non UK Sales,115,"782,308.24"
,24/02/2021,Invoice,12166,Sheikh Khalid Bin Ibrahim Al-Khalifa,,Sales of Product Income:Non UK Sales,"3,950.00","786,258.24"
,24/02/2021,Payment,,Website Sale,,Barter Account,-3.54,"786,254.70"
,25/02/2021,Payment,,Gordy & Sons Outfitters,,Commerzbank,"-201,670.40","584,584.30"
,25/02/2021,Payment,,Website Sale,,Barter Account,-1.13,"584,583.17"
,25/02/2021,Invoice,12171,Nelson Neto Junior,,-Split-,240,"584,823.17"
,25/02/2021,Invoice,12172,Website Sale,,Sales of Product Income:Non UK Sales,66.67,"584,889.84"
,26/02/2021,Invoice,12176,David Modesett,,-Split-,"38,110.00","622,999.84"
,26/02/2021,Invoice,12168,Thomas Hill,,Sales of Product Income:Non UK Sales,"5,000.00","627,999.84"
,26/02/2021,Invoice,12169,Stephen Anderson,,Sales of Product Income:Non UK Sales,"4,200.00","632,199.84"
,26/02/2021,Invoice,12175,Armurerie Collard,,Sales of Product Income:Non UK Sales,"6,230.00","638,429.84"
,26/02/2021,Invoice,12170,Brian Welker,,Sales of Product Income:Non UK Sales,"8,200.00","646,629.84"
,26/02/2021,Invoice,12173,Chris Russell,,Sales of Product Income:UK Sales,337,"646,966.84"
,26/02/2021,Invoice,12167,Vance Daigle,,Sales of Product Income:Non UK Sales,"2,062.00","649,028.84"
,26/02/2021,Invoice,12174,Viscount Jonathan Rothermere,,Sales of Product Income:UK Sales,"29,100.00","678,128.84"
,01/03/2021,Invoice,12181,Blaser Group Kft,,-Split-,"3,215.00","681,343.84"
,01/03/2021,Invoice,12178,Website Sale,,Sales of Product Income:UK Sales,242,"681,585.84"
,01/03/2021,Invoice,12177,Website Sale,,Sales of Product Income:Non UK Sales,107.5,"681,693.34"
,01/03/2021,Invoice,12179,Website Sale,,Sales of Product Income:Non UK Sales,66.67,"681,760.01"
,01/03/2021,Payment,,Website Sale,,Barter Account,-3.59,"681,756.42"
,01/03/2021,Payment,,Website Sale,,NatWest ****7810,-238.41,"681,518.01"
,01/03/2021,Payment,,Website Sale,,Barter Account,-1.71,"681,516.30"
,01/03/2021,Payment,,Website Sale,,NatWest ****7810,-111.46,"681,404.84"
,01/03/2021,Payment,,Nelson Neto Junior,,Natwest Saver ****7829,-240,"681,164.84"
,01/03/2021,Payment,,Website Sale,,NatWest ****7810,-65.54,"681,099.30"
,01/03/2021,Payment,,Website Sale,,NatWest ****7810,-65.54,"681,033.76"
,01/03/2021,Payment,,Website Sale,,Barter Account,-1.13,"681,032.63"
,01/03/2021,Payment,,Website Sale,,NatWest ****7810,-105.79,"680,926.84"
,02/03/2021,Invoice,12182,Website Sale,,Sales of Product Income:UK Sales,37,"680,963.84"
,02/03/2021,Invoice,12183,Website Sale,,Sales of Product Income:Non UK Sales,583.33,"681,547.17"
,02/03/2021,Payment,,Chris Russell,,Commerzbank,-337,"681,210.17"
,02/03/2021,Payment,,Website Sale,,NatWest ****7810,-36.28,"681,173.89"
,02/03/2021,Payment,,Website Sale,,Barter Account,-17.12,"681,156.77"
,02/03/2021,Payment,,Website Sale,,Barter Account,-0.72,"681,156.05"
,02/03/2021,Payment,,Website Sale,,NatWest ****7810,-566.21,"680,589.84"
,03/03/2021,Invoice,12187,Armurerie Collard,,-Split-,995,"681,584.84"
,03/03/2021,Invoice,12186,Richard Kilby,,Sales of Product Income:Non UK Sales,470,"682,054.84"
,03/03/2021,Payment,,Website Sale,,NatWest ****7810,-95.28,"681,959.56"
,03/03/2021,Invoice,12185,Sheikh Salman Bin Ebrahim Al-Khalifa,,Sales of Product Income:Non UK Sales,600,"682,559.56"
,03/03/2021,Payment,,Website Sale,,Barter Account,-3.05,"682,556.51"
,03/03/2021,Invoice,12184,Website Sale,,Sales of Product Income:Non UK Sales,98.33,"682,654.84"
,05/03/2021,Invoice,12191,Diggory Haddoke,,-Split-,579.6,"683,234.44"
,05/03/2021,Payment,,David Auger,,Commerzbank,"-16,700.00","666,534.44"
,05/03/2021,Invoice,12188,The Traditional English cases Ltd,,Sales of Product Income:Non UK Sales,90,"666,624.44"
,08/03/2021,Invoice,12194,Website Sale,,Sales of Product Income:UK Sales,37,"666,661.44"
,08/03/2021,Invoice,12193,Website Sale,,Sales of Product Income:Non UK Sales,190.83,"666,852.27"
,08/03/2021,Invoice,12192,Website Sale,,Sales of Product Income:Non UK Sales,295.83,"667,148.10"
,08/03/2021,Payment,,Website Sale,,Barter Account,-0.72,"667,147.38"
,08/03/2021,Payment,,Website Sale,,NatWest ****7810,-187.96,"666,959.42"
,08/03/2021,Payment,,Website Sale,,Barter Account,-2.87,"666,956.55"
,08/03/2021,Payment,,Website Sale,,Barter Account,-4.34,"666,952.21"
,08/03/2021,Payment,,Thomas Hill,,Barter Account,-12,"666,940.21"
,08/03/2021,Payment,,Thomas Hill,,Commerzbank,"-4,988.00","661,952.21"
,08/03/2021,Payment,,Website Sale,,NatWest ****7810,-36.28,"661,915.93"
,08/03/2021,Payment,,Website Sale,,NatWest ****7810,-291.49,"661,624.44"
,09/03/2021,Invoice,12202,David Auger,,-Split-,"4,178.00","665,802.44"
,09/03/2021,Payment,,Website Sale,,Barter Account,-2.87,"665,799.57"
,09/03/2021,Invoice,12198,Website Sale,,Sales of Product Income:Non UK Sales,357.5,"666,157.07"
,09/03/2021,Invoice,12197,Website Sale,,Sales of Product Income:Non UK Sales,295.83,"666,452.90"
,09/03/2021,Invoice,12195,Website Sale,,-Split-,236,"666,688.90"
,09/03/2021,Invoice,12201,Website Sale,,Sales of Product Income:Non UK Sales,190.83,"666,879.73"
,09/03/2021,Invoice,12199,Tommy Salmon,,Orders in Hand/Deferred Income,"8,544.57","675,424.30"
,09/03/2021,Invoice,12196,Website Sale,,Sales of Product Income:Non UK Sales,342.5,"675,766.80"
,09/03/2021,Invoice,12203,SHOP SALE,,Sales of Product Income:UK Sales,0,"675,766.80"
,09/03/2021,Payment,,Tommy Salmon,,Commerzbank,"-8,544.57","667,222.23"
,09/03/2021,Payment,,Website Sale,,NatWest ****7810,-352.29,"666,869.94"
,09/03/2021,Payment,,Website Sale,,Barter Account,-5.21,"666,864.73"
,09/03/2021,Payment,,Website Sale,,NatWest ****7810,-291.49,"666,573.24"
,09/03/2021,Payment,,Website Sale,,Barter Account,-5,"666,568.24"
,09/03/2021,Payment,,Website Sale,,Barter Account,-3.5,"666,564.74"
,09/03/2021,Payment,,Website Sale,,NatWest ****7810,-232.5,"666,332.24"
,09/03/2021,Payment,,Website Sale,,Barter Account,-4.34,"666,327.90"
,09/03/2021,Payment,,Website Sale,,Barter Account,-3.95,"666,323.95"
,09/03/2021,Payment,,Website Sale,,NatWest ****7810,-125.22,"666,198.73"
,09/03/2021,Payment,,Darach Albannach limited,,Commerzbank,"-4,263.00","661,935.73"
,09/03/2021,Payment,,Website Sale,,NatWest ****7810,-337.5,"661,598.23"
,09/03/2021,Payment,,Brian Welker,,NatWest ****7810,"-8,044.20","653,554.03"
,09/03/2021,Payment,,Website Sale,,NatWest ****7810,-187.96,"653,366.07"
,09/03/2021,Invoice,12200,Website Sale,,Sales of Product Income:Non UK Sales,129.17,"653,495.24"
,10/03/2021,Invoice,12205,Website Sale,,Sales of Product Income:Non UK Sales,295.83,"653,791.07"
,10/03/2021,Invoice,12204,Gordy & Sons Outfitters,,-Split-,422,"654,213.07"
,10/03/2021,Invoice,12206,Jamie Williams,,-Split-,77.2,"654,290.27"
,10/03/2021,Payment,,Website Sale,,Barter Account,-4.34,"654,285.93"
,10/03/2021,Payment,,Stephen Anderson,,Commerzbank,"-4,200.00","650,085.93"
,10/03/2021,Payment,,Brian Welker,,Barter Account,-155.8,"649,930.13"
,10/03/2021,Payment,,Website Sale,,NatWest ****7810,-291.49,"649,638.64"
,10/03/2021,Payment,,Jamie Williams,,Natwest Saver ****7829,-77.2,"649,561.44"
,11/03/2021,Invoice,12207,Sheikh Salman Bin Ebrahim Al-Khalifa,,Sales of Product Income:UK Sales,"1,970.00","651,531.44"
,12/03/2021,Invoice,12209,Stephen Anderson,,Sales of Product Income:Non UK Sales,170,"651,701.44"
,12/03/2021,Invoice,12210,Website Sale,,Sales of Product Income:Non UK Sales,56.67,"651,758.11"
,12/03/2021,Payment,,Website Sale,,NatWest ****7810,-54.83,"651,703.28"
,12/03/2021,Payment,,Website Sale,,Barter Account,-1.84,"651,701.44"
,12/03/2021,Invoice,12208,Armurerie Collard,,Sales of Product Income:Non UK Sales,120,"651,821.44"
,15/03/2021,Payment,,Website Sale,,Barter Account,-1.53,"651,819.91"
,15/03/2021,Payment,,Website Sale,,NatWest ****7810,-111.46,"651,708.45"
,15/03/2021,Payment,,Website Sale,,Barter Account,-19.73,"651,688.72"
,15/03/2021,Invoice,12216,National Crime Agency,PO00068231,Sales of Product Income:UK Sales,444,"652,132.72"
,15/03/2021,Invoice,12215,Paul F Barnhart Jr,,-Split-,"4,909.00","657,041.72"
,15/03/2021,Invoice,12211,Website Sale,,Sales of Product Income:Non UK Sales,252.5,"657,294.22"
,15/03/2021,Invoice,12214,Website Sale,,Sales of Product Income:Non UK Sales,95,"657,389.22"
,15/03/2021,Invoice,12213,Website Sale,,Sales of Product Income:Non UK Sales,115,"657,504.22"
,15/03/2021,Invoice,12212,Website Sale,,Sales of Product Income:Non UK Sales,673.33,"658,177.55"
,15/03/2021,Invoice,12218,SHOP SALE,,Sales of Product Income:UK Sales,49,"658,226.55"
,15/03/2021,Invoice,12217,Mr Marc Newton,,Sales of Product Income:UK Sales,42.24,"658,268.79"
,15/03/2021,Payment,,Website Sale,,NatWest ****7810,-653.6,"657,615.19"
,15/03/2021,Payment,,Website Sale,,NatWest ****7810,-244.98,"657,370.21"
,15/03/2021,Payment,,SHOP SALE,,Natwest Saver ****7829,-49,"657,321.21"
,15/03/2021,Payment,,Website Sale,,Barter Account,-3.54,"657,317.67"
,15/03/2021,Payment,,Website Sale,,NatWest ****7810,-93.47,"657,224.20"
,15/03/2021,Payment,,Website Sale,,Barter Account,-7.52,"657,216.68"
,16/03/2021,Payment,,Website Sale,,Barter Account,-8.95,"657,207.73"
,16/03/2021,Payment,,Website Sale,,NatWest ****7810,-616.05,"656,591.68"
,16/03/2021,Invoice,12219,Website Sale,,Sales of Product Income:Non UK Sales,625,"657,216.68"
,16/03/2021,Payment,,Sheikh Khalid Bin Ibrahim Al-Khalifa,,Commerzbank,"-8,562.77","648,653.91"
,16/03/2021,Payment,,Armurerie Collard,,Commerzbank,-518,"648,135.91"
,17/03/2021,Payment,,Website Sale,,NatWest ****7810,-207.85,"647,928.06"
,17/03/2021,Invoice,12220,Gordy & Sons Outfitters,,-Split-,83,"648,011.06"
,17/03/2021,Invoice,12221,Website Sale,,Sales of Product Income:UK Sales,211,"648,222.06"
,17/03/2021,Payment,,Website Sale,,Barter Account,-3.15,"648,218.91"
,18/03/2021,Payment,,Vance Daigle,,Commerzbank,"-2,062.00","646,156.91"
,18/03/2021,Payment,,Website Sale,,Barter Account,-3.87,"646,153.04"
,18/03/2021,Invoice,12222,JAFI,,-Split-,325,"646,478.04"
,18/03/2021,Invoice,12223,Website Sale,,Sales of Product Income:UK Sales,262,"646,740.04"
,18/03/2021,Payment,,Website Sale,,NatWest ****7810,-258.13,"646,481.91"
,19/03/2021,Payment,,Website Sale,,Barter Account,-3.27,"646,478.64"
,19/03/2021,Payment,,Website Sale,,NatWest ****7810,-102.56,"646,376.08"
,19/03/2021,Payment,,Website Sale,,Barter Account,-1.54,"646,374.54"
,19/03/2021,Invoice,12229,Website Sale,,Sales of Product Income:UK Sales,96,"646,470.54"
,19/03/2021,Payment,,Paul F Barnhart Jr,,Commerzbank,"-9,909.00","636,561.54"
,19/03/2021,Invoice,12225,Simon Barr,,-Split-,240.6,"636,802.14"
,19/03/2021,Invoice,12224,Website Sale,,Sales of Product Income:Non UK Sales,105.83,"636,907.97"
,19/03/2021,Payment,,Website Sale,,NatWest ****7810,-94.46,"636,813.51"
,22/03/2021,Payment,,Website Sale,,NatWest ****7810,-78.29,"636,735.22"
,22/03/2021,Payment,,Website Sale,,Barter Account,-2.54,"636,732.68"
,22/03/2021,Invoice,12233,Lee Butler Gun & Rifle Makers,,Sales of Product Income:UK Sales,600,"637,332.68"
,22/03/2021,Invoice,12231,Sidney Hiscox,,Sales of Product Income:UK Sales,"2,766.00","640,098.68"
,22/03/2021,Invoice,12230,Website Sale,,Sales of Product Income:Non UK Sales,80.83,"640,179.51"
,22/03/2021,Invoice,12232,Simon Barr,,Sales of Product Income:UK Sales,330,"640,509.51"
,23/03/2021,Invoice,12235,Website Sale,,Sales of Product Income:UK Sales,65,"640,574.51"
,23/03/2021,Invoice,12234,Website Sale,,Sales of Product Income:Non UK Sales,45.83,"640,620.34"
,23/03/2021,Invoice,12237,Website Sale,,Sales of Product Income:Non UK Sales,115,"640,735.34"
,23/03/2021,Invoice,12236,Ve?koobchod zbrane spol. s.r.o.,,Orders in Hand/Deferred Income,"5,000.00","645,735.34"
,23/03/2021,Payment,,David Auger,,Commerzbank,"-3,762.29","641,973.05"
,23/03/2021,Payment,,Website Sale,,NatWest ****7810,-111.46,"641,861.59"
,23/03/2021,Payment,,Website Sale,,Barter Account,-1.11,"641,860.48"
,23/03/2021,Payment,,Website Sale,,Barter Account,-0.84,"641,859.64"
,23/03/2021,Payment,,Website Sale,,NatWest ****7810,-44.99,"641,814.65"
,23/03/2021,Payment,,Website Sale,,Barter Account,-3.54,"641,811.11"
,23/03/2021,Payment,,Website Sale,,NatWest ****7810,-63.89,"641,747.22"
,24/03/2021,Invoice,12244,Website Sale,,Sales of Product Income:Non UK Sales,122.5,"641,869.72"
,24/03/2021,Payment,,Website Sale,,NatWest ****7810,-118.75,"641,750.97"
,24/03/2021,Invoice,12242,HH Sheikh Mohammed Al-Sharqi,,Orders in Hand/Deferred Income,"50,000.00","691,750.97"
,24/03/2021,Invoice,12241,HH Sheikh Mohammed Al-Sharqi,,Orders in Hand/Deferred Income,"50,000.00","741,750.97"
,24/03/2021,Invoice,12239,HH Sheikh Mohammed Al-Sharqi,,Orders in Hand/Deferred Income,"15,000.00","756,750.97"
,24/03/2021,Invoice,12254,Edward Jonkler,,Sales of Product Income:UK Sales,690,"757,440.97"
,24/03/2021,Invoice,12253,SHOP SALE,,Sales of Product Income:Non UK Sales,0,"757,440.97"
,24/03/2021,Invoice,12245,Website Sale,,Sales of Product Income:UK Sales,92,"757,532.97"
,24/03/2021,Invoice,12240,HH Sheikh Mohammed Al-Sharqi,,Orders in Hand/Deferred Income,"50,000.00","807,532.97"
,24/03/2021,Invoice,12238,Derek Paul,,-Split-,300,"807,832.97"
,24/03/2021,Invoice,12226,Blaser USA 1,,-Split-,"89,946.00","897,778.97"
,24/03/2021,Payment,,Website Sale,,Barter Account,-3.75,"897,775.22"
,24/03/2021,Payment,,Gordy & Sons Outfitters,,Commerzbank,-422,"897,353.22"
,24/03/2021,Payment,,Website Sale,,Barter Account,-1.49,"897,351.73"
,24/03/2021,Payment,,Website Sale,,NatWest ****7810,-90.51,"897,261.22"
,24/03/2021,Invoice,12243,HH Sheikh Mohammed Al-Sharqi,,Orders in Hand/Deferred Income,"50,000.00","947,261.22"
,25/03/2021,Invoice,12256,Derek Paul,,-Split-,162,"947,423.22"
,25/03/2021,Invoice,12255,Website Sale,,Sales of Product Income:Non UK Sales,510.83,"947,934.05"
