type,title,date_added,release_year,rating,listed_in
Movie,**Uncut Gems**,5/25/2020,2019S,",?R","Dramas, Thrillers"
Movie,**Fifty Year Old Teenager**,5/21/2020,1996,",?TV-14","Comedies, International Movies"
Movie,**One Day We'll Talk About Today**,5/23/2020,2020c,",?TV-G","Dramas, International Movies"
Movie,**Si Doel the Movie 3**,5/23/2020,2020S,",?TV-G","Dramas, International Movies, Music & Musicals"
Movie,**Lock Your Girls In**,5/21/2020,1982C,",?TV-PG","Comedies, International Movies, Romantic Movies"
Movie,**Living in Bondage: Breaking Free**,5/22/2020,2019s,",?TV-MA","Horror Movies, International Movies, Thrillers"
Movie,**Modest Heroes: Ponoc Short Films Theatre**,5/22/2020,2018),",?PG","Anime Features, Children & Family Movies"
Movie,**The Lovebirds**,5/22/2020,2020S,",?R","Action & Adventure, Comedies, Romantic Movies"
TV Show,**Trailer Park Boys: The Animated Series**,5/22/2020,2020c,",?TV-MA",TV Comedies
Movie,**#FriendButMarried**,5/21/2020,2018C,",?TV-G","Dramas, International Movies, Romantic Movies"
Movie,**Bye Bye London**,5/21/2020,1981c,",?TV-14","Comedies, Dramas, International Movies"
Movie,**Mujeres arriba**,5/21/2020,2019s,",?TV-14","Comedies, International Movies, Romantic Movies"
Movie,**Raya and Sakina**,5/21/2020,1984C,",?TV-14","Comedies, Dramas, International Movies"
Movie,**No Longer kids**,5/21/2020,1979,",?TV-14","Comedies, Dramas, International Movies"
Movie,**The Married Couples**,5/21/2020,1981C,",?TV-14","Comedies, International Movies, Romantic Movies"
Movie,**The School of Mischief**,5/21/2020,1973c,",?TV-14","Comedies, Dramas, International Movies"
Movie,**Lady Driver**,05/02/2020,2019,",?PG","Dramas, Sports Movies"
Movie,**Sayed the Servant**,5/21/2020,1985,",?TV-14","Comedies, International Movies"
Movie,**The Witness Who Didn't See Anything**,5/21/2020,1976C,",?TV-PG","Comedies, International Movies"
Movie,**Anchor Baby**,5/20/2020,2010,",?TV-MA","Dramas, International Movies"
Movie,**Ben Platt Live from Radio City Music Hall**,5/20/2020,2020C,",?TV-PG",Music & Musicals
Movie,**Honeytrap**,5/20/2020,2014S,",?TV-MA","Dramas, Independent Movies"
Movie,**I Will Follow**,5/20/2020,2010,",?TV-14","Dramas, Independent Movies, Romantic Movies"
Movie,**Mutiny of the Worker Bees**,5/20/2020,2020s,",?TV-MA","Comedies, International Movies"
Movie,**What Are the Odds?**,5/20/2020,2020,",?TV-MA","Comedies, Dramas, Independent Movies"
Movie,**Either Me Or My Auntie**,5/19/2020,2006C,",?TV-PG","Comedies, International Movies"
Movie,**Escaping Tel Aviv**,5/19/2020,2009,",?TV-14","Action & Adventure, International Movies"
Movie,**Game Over**,5/19/2020,2012c,",?TV-14","Comedies, International Movies, Romantic Movies"
Movie,**Karkar**,5/19/2020,2007s,",?TV-14","Comedies, International Movies"
Movie,**My Sleeping Lover**,5/19/2020,2008(,",?TV-PG","Comedies, International Movies"
Movie,**Omar & Salma 2**,5/19/2020,2009,",?TV-14","Comedies, International Movies"
TV Show,**Patton Oswalt: I Love Everything**,5/19/2020,2020C,",?TV-MA","Stand-Up Comedy & Talk Shows, TV Comedies"
Movie,**Tarek's Situation**,5/19/2020,2006(,",?TV-14","Comedies, International Movies, Romantic Movies"
Movie,**The Beach Loafer**,5/19/2020,2004,",?TV-14","Comedies, International Movies"
Movie,**Mike Birbiglia: My Girlfriend's Boyfriend**,05/02/2020,2013,",?TV-14",Stand-Up Comedy
Movie,**Wadjda**,5/19/2020,2012,",?PG","Dramas, Independent Movies, International Movies"
Movie,**Zaki Chan**,5/19/2020,2005,",?TV-PG","Comedies, International Movies, Romantic Movies"
Movie,**Light in the Dark**,5/18/2020,2019C,",?TV-14","Dramas, International Movies"
Movie,**The End**,5/17/2020,2019),",?TV-MA","Action & Adventure, Comedies, International Movies"
Movie,**Heaven Without People**,5/15/2020,2017,",?TV-MA","Dramas, International Movies"
Movie,"**I love you, stupid**",5/15/2020,2019s,",?TV-MA","Comedies, International Movies, Romantic Movies"
TV Show,**Inhuman Resources**,5/15/2020,2020(,",?TV-MA","Crime TV Shows, International TV Shows, TV Dramas"
TV Show,**Sleepless Society: Two Pillows & A Lost Soul**,5/15/2020,2020,",?TV-MA","Crime TV Shows, International TV Shows, TV Dramas"
Movie,**Match**,5/14/2020,2017(,",?TV-14","Dramas, International Movies"
Movie,**Dilan 1990**,5/14/2020,2018,",?TV-14","Dramas, International Movies, Romantic Movies"
Movie,**Dilan 1991**,5/14/2020,2019s,",?TV-14","Dramas, International Movies, Romantic Movies"
Movie,**Fan of Amoory**,5/14/2020,2018),",?TV-G","Children & Family Movies, Dramas, International Movies"
Movie,**Malang**,5/14/2020,2020),",?TV-MA","Action & Adventure, International Movies, Romantic Movies"
Movie,**Rencor tatuado**,5/14/2020,2018,",?TV-MA","Dramas, Independent Movies, International Movies"
Movie,**The Delivery Boy**,5/14/2020,2018C,",?TV-14","International Movies, Thrillers"
Movie,**Wedy Atkalam**,5/14/2020,2018C,",?TV-PG","Comedies, Dramas, International Movies"
Movie,**Fire in the Blood**,5/13/2020,2012C,",?TV-14","Documentaries, International Movies"
Movie,**The Wrong Missy**,5/13/2020,2020S,",?TV-MA","Comedies, Romantic Movies"
Movie,**Ali & Alia**,05/12/2020,2019(,",?TV-14","Dramas, International Movies, Romantic Movies"
Movie,**Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend**,05/12/2020,2020s,",?TV-14",Comedies
Movie,**Action Replayy**,05/11/2020,2010),",?TV-PG","Children & Family Movies, Comedies, International Movies"
Movie,**Andaz Apna Apna**,05/11/2020,1994S,",?TV-14","Action & Adventure, Comedies, Cult Movies"
Movie,**Have a Good Trip: Adventures in Psychedelics**,05/11/2020,2020(,",?TV-MA",Documentaries
Movie,**John Henry**,05/09/2020,2020,",?R","Dramas, Thrillers"
TV Show,**Trial By Media**,05/11/2020,2020(,",?TV-MA","Crime TV Shows, Docuseries"
Movie,**18 Presents**,05/08/2020,2020S,",?TV-MA","Dramas, Independent Movies, International Movies"
Movie,"**Sí, Mi Amor**",05/06/2020,2020S,",?TV-MA","Comedies, International Movies, Romantic Movies"
TV Show,**The Eddy**,05/08/2020,2020c,",?TV-MA","International TV Shows, TV Dramas"
Movie,**Aerials**,05/07/2020,2016S,",?TV-14","International Movies, Sci-Fi & Fantasy"
Movie,**In Paradox**,05/07/2020,2019s,",?TV-14","International Movies, Sci-Fi & Fantasy, Thrillers"
TV Show,**Scissor Seven**,05/07/2020,2020c,",?TV-MA","International TV Shows, TV Action & Adventure, TV Comedies"
Movie,**Si Doel the Movie**,05/07/2020,2018S,",?TV-PG","Dramas, International Movies"
Movie,**Becoming**,05/06/2020,2020s,",?PG",Documentaries
Movie,**Jerry Seinfeld: 23 Hours To Kill**,05/05/2020,2020S,",?TV-PG",Stand-Up Comedy
Movie,**Arctic Dogs**,05/04/2020,2019S,",?PG","Children & Family Movies, Comedies"
Movie,**Luccas Neto em: Acampamento de Férias 2**,05/04/2020,2020),",?TV-G","Children & Family Movies, Comedies, Music & Musicals"
Movie,**One Day: Justice Delivered**,05/03/2020,2019c,",?TV-14","Dramas, International Movies"
TV Show,**Almost Happy**,05/02/2020,2020,",?TV-MA","International TV Shows, Spanish-Language TV Shows, TV Comedies"
Movie,**Bennett's War**,05/02/2020,2019C,",?PG-13","Dramas, Sports Movies"
Movie,**Death Can Wait**,05/02/2020,2020(,",?TV-14","Comedies, International Movies"
Movie,**Roped**,05/02/2020,2020),",?PG","Children & Family Movies, Dramas, Romantic Movies"
Movie,**The Stand at Paxton County**,05/02/2020,2020(,",?R","Dramas, Independent Movies, Thrillers"
Movie,**All Day and a Night**,05/01/2020,2020,",?R","Dramas, Independent Movies"
Movie,**Cracked Up: The Darrell Hammond Story**,05/01/2020,2018C,",?TV-MA",Documentaries
Movie,**Get In**,05/01/2020,2019C,",?TV-MA","International Movies, Thrillers"
Movie,**Go! Go! Cory Carson: The Chrissy**,05/01/2020,2020c,",?TV-Y",Children & Family Movies
Movie,**I Am Divine**,05/01/2020,2013c,",?TV-MA","Documentaries, LGBTQ Movies"
Movie,**Madagascar: Escape 2 Africa**,05/01/2020,2008),",?PG","Children & Family Movies, Comedies"
Movie,**Material**,05/01/2020,2012c,",?TV-14","Comedies, Dramas, International Movies"
Movie,**Mrs. Serial Killer**,05/01/2020,2020,",?TV-MA","International Movies, Thrillers"
Movie,**Psycho**,05/01/2020,2020,",?TV-MA","Horror Movies, International Movies, Thrillers"
Movie,**The Half Of It**,05/01/2020,2020),",?PG-13","Comedies, Dramas, LGBTQ Movies"
Movie,**The Heartbreak Kid**,05/01/2020,2007,",?R","Comedies, Romantic Movies"
Movie,**What a Girl Wants**,05/01/2020,2003,",?PG","Children & Family Movies, Comedies"
Movie,**Dangerous Lies**,4/30/2020,2020C,",?TV-14",Thrillers
Movie,**Rich in Love**,4/30/2020,2020,",?TV-14","Comedies, International Movies, Romantic Movies"
TV Show,**The Forest of Love: Deep Cut**,4/30/2020,2020S,",?TV-MA","Crime TV Shows, International TV Shows, TV Dramas"
TV Show,**The Victims' Game**,4/30/2020,2020S,",?TV-MA","Crime TV Shows, International TV Shows, TV Dramas"
Movie,**A Secret Love**,4/29/2020,2020S,",?TV-14","Documentaries, LGBTQ Movies"
Movie,**Ekşi Elmalar**,4/29/2020,2016S,",?TV-PG","Dramas, International Movies"
Movie,**Love Is War**,4/29/2020,2019S,",?TV-14","Comedies, Dramas, International Movies"
Movie,**R.K.Nagar**,4/29/2020,2019C,",?TV-14","Action & Adventure, Comedies, Dramas"
Movie,**Thomas & Friends: Marvelous Machinery: A New Arrival**,05/01/2020,2020,",?TV-Y",Children & Family Movies
Movie,**Thomas & Friends: Marvelous Machinery: World of Tomorrow**,05/01/2020,2020(,",?TV-Y",Children & Family Movies
Movie,**Thomas & Friends: Thomas and the Royal Engine**,05/01/2020,2020C,",?TV-Y",Children & Family Movies
Movie,**Lembi 8 Giga**,4/28/2020,2010c,",?TV-MA","Comedies, International Movies"
Movie,**Beynelmilel**,4/28/2020,2006,",?TV-MA","Comedies, Dramas, International Movies"
Movie,**Bir Baba Hindu**,4/28/2020,2016S,",?TV-MA","Action & Adventure, Comedies, International Movies"
Movie,**Boushkash**,4/28/2020,2008(,",?TV-MA","Comedies, International Movies"
Movie,**Cinar Agaci**,4/28/2020,2011),",?TV-14","Comedies, Dramas, International Movies"
Movie,**Görümce**,4/28/2020,2016S,",?TV-MA","Comedies, International Movies, Music & Musicals"
Movie,**İstanbul Kırmızısı**,4/28/2020,2017),",?TV-MA","Dramas, Independent Movies, International Movies"
Movie,**Küçük Esnaf**,4/28/2020,2016,",?TV-MA","Comedies, International Movies"
Movie,**Neseli Hayat**,4/28/2020,2009(,",?TV-14","Comedies, International Movies"
Movie,**Organize Isler**,4/28/2020,2005C,",?TV-14","Action & Adventure, Comedies, International Movies"
Movie,**The Reliant**,4/28/2020,2019),",?PG-13","Dramas, Faith & Spirituality"
Movie,**We'll Be Right Back After The Break**,4/28/2020,2012),",?TV-14","Action & Adventure, Comedies, International Movies"
Movie,**5Gang**,4/27/2020,2019s,",?TV-14","Comedies, International Movies"
Movie,**Love Aaj Kal**,4/27/2020,2020,",?TV-MA","Dramas, International Movies, Romantic Movies"
Movie,**The Lift Boy**,4/27/2020,2020,",?TV-MA","Dramas, Independent Movies, International Movies"
Movie,**Bheeshma**,4/25/2020,2020,",?TV-14","Action & Adventure, Comedies, International Movies"
Movie,**No Direction Home: Bob Dylan**,4/25/2020,2005C,",?TV-MA","Documentaries, Music & Musicals"
Movie,**She Made Me a Criminal**,4/25/2020,2006,",?TV-14","Comedies, International Movies"
Movie,**The Artist**,4/25/2020,2011,",?PG-13","Comedies, Dramas, Independent Movies"
Movie,**The Dealer**,4/25/2020,2010(,",?TV-14","Action & Adventure, International Movies"
Movie,**The International Player**,4/25/2020,2009c,",?TV-14","Dramas, International Movies, Sports Movies"
Movie,**The Promise**,4/25/2020,2008,",?TV-14","Dramas, International Movies"
Movie,**الف مبروك**,4/25/2020,2009(,",?TV-14","Comedies, Dramas, International Movies"
Movie,**Kolaiyuthir Kaalam**,4/24/2020,2019s,",?TV-14","International Movies, Thrillers"
Movie,"**Yours Sincerely, Kanan Gill**",4/24/2020,2020C,",?TV-MA",Stand-Up Comedy
Movie,**My Stupid Boss**,4/23/2020,2016s,",?TV-G","Comedies, International Movies"
Movie,**My Stupid Boss 2**,4/23/2020,2019S,",?TV-14","Comedies, International Movies"
Movie,**This Earth of Mankind**,4/23/2020,2019c,",?TV-14","Dramas, International Movies"
Movie,**Time to Hunt**,4/23/2020,2020,",?TV-MA","International Movies, Thrillers"
Movie,**Circus of Books**,4/22/2020,2020,",?TV-MA","Documentaries, LGBTQ Movies"
Movie,**The Plagues of Breslau**,4/22/2020,2018(,",?TV-MA","International Movies, Thrillers"
Movie,**The Set Up**,4/22/2020,2019,",?TV-MA","Dramas, International Movies"
Movie,**The Silence of the Marsh**,4/22/2020,2019(,",?TV-MA","International Movies, Thrillers"
Movie,**The Willoughbys**,4/22/2020,2020,",?PG","Children & Family Movies, Comedies"
TV Show,**Middleditch & Schwartz**,4/21/2020,2020C,",?TV-MA",TV Comedies
Movie,**Varane Avashyamund**,4/20/2020,2020,",?TV-14","Comedies, Dramas, International Movies"
Movie,**Babamın Ceketi**,4/17/2020,2018C,",?TV-MA","Comedies, International Movies"
Movie,**Earth and Blood**,4/17/2020,2020c,",?TV-MA","Dramas, International Movies, Thrillers"
Movie,**Rising High**,4/17/2020,2020c,",?TV-MA","Dramas, International Movies"
Movie,**Sergio**,4/17/2020,2020,",?R","Dramas, Independent Movies"
Movie,**The Legacy of the Bones**,4/17/2020,2019,",?TV-MA","International Movies, Thrillers"
Movie,**Alelí**,4/16/2020,2019s,",?TV-MA","Comedies, Dramas, International Movies"
,**Fary : Hexagone**,4/16/2020,2020S,",?TV-MA","International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies"
,"**Hail, Caesar!**",4/16/2020,2016C,",?PG-13",Comedies
,**Jem and the Holograms**,4/16/2020,2015),",?PG","Children & Family Movies, Dramas, Music & Musicals"
,**Maurício Meirelles: Generating Chaos**,4/16/2020,2020(,",?TV-MA",Stand-Up Comedy
,**Puerto Ricans in Paris**,4/16/2020,2015),",?R",Comedies
,**Stunt School**,4/16/2020,2019s,",?TV-G","Children & Family Movies, Comedies, International Movies"
,**For the Broken Hearted**,4/15/2020,2018,",?TV-14","Dramas, International Movies, Romantic Movies"
,**Mischief**,4/15/2020,2019(,",?TV-PG","Comedies, Dramas, Independent Movies"
,**World Famous Lover**,4/15/2020,2020),",?TV-MA","Dramas, International Movies, Romantic Movies"
Movie,**Chris D'Elia: No Pain**,4/14/2020,2020S,",?TV-MA",Stand-Up Comedy
Movie,**New Money**,4/14/2020,2018,",?TV-14","Dramas, International Movies"
Movie,**Moms at War**,4/13/2020,2018C,",?TV-14","Comedies, Dramas, International Movies"
Movie,**Code 8**,04/11/2020,2019S,",?TV-MA","Action & Adventure, Independent Movies, International Movies"
Movie,**Love Wedding Repeat**,04/10/2020,2020),",?TV-MA","Comedies, International Movies, Romantic Movies"
Movie,**School Life**,04/10/2020,2019,",?TV-MA","Comedies, Dramas, International Movies"
Movie,**The Main Event**,04/10/2020,2020),",?TV-G","Children & Family Movies, Comedies, Sports Movies"
TV Show,**The Trial**,04/10/2020,2019c,",?TV-MA","Crime TV Shows, International TV Shows, TV Dramas"
Movie,**Tigertail**,04/10/2020,2020),",?PG",Dramas
Movie,**Born Beautiful**,04/08/2020,2019,",?TV-MA","Comedies, Dramas, International Movies"
Movie,**The Last Airbender**,04/08/2020,2010c,",?PG","Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy"
Movie,**Tiffany Haddish: She Ready! From the Hood To Hollywood!**,04/07/2020,2017),",?TV-MA",Stand-Up Comedy
Movie,**Mine 9**,04/06/2020,2019,",?TV-MA","Dramas, Independent Movies"
Movie,**The Florida Project**,04/06/2020,2017c,",?R","Dramas, Independent Movies"
Movie,**Dark Light**,04/05/2020,2019),",?TV-MA","Horror Movies, Independent Movies, Sci-Fi & Fantasy"
Movie,**The Killing of a Sacred Deer**,04/05/2020,2017c,",?R","Dramas, Independent Movies, Thrillers"
Movie,**Angel Has Fallen**,04/04/2020,2019,",?R",Action & Adventure
Movie,**Coffee & Kareem**,04/03/2020,2020s,",?TV-MA","Action & Adventure, Comedies"
Movie,**Money Heist: The Phenomenon**,04/03/2020,2020(,",?TV-MA","Documentaries, International Movies"
Movie,**The Death of Stalin**,04/03/2020,2017,",?R","Comedies, Dramas, Independent Movies"
Movie,**Sol Levante**,04/02/2020,2020c,",?TV-14","Action & Adventure, Anime Features, International Movies"
Movie,**Violet Evergarden: Eternity and the Auto Memory Doll**,04/02/2020,2019,",?TV-PG","Anime Features, International Movies, Sci-Fi & Fantasy"
Movie,**Agneepath**,04/01/2020,1990s,",?TV-14","Dramas, International Movies"
Movie,**Brothers**,04/01/2020,2015S,",?TV-14","Action & Adventure, Dramas, International Movies"
Movie,**Chhota Bheem and the Curse of Damyaan**,04/01/2020,2012s,",?TV-Y7",Children & Family Movies
Movie,**David Batra: Elefanten i rummet**,04/01/2020,2020s,",?TV-MA",Stand-Up Comedy
Movie,**Dostana**,04/01/2020,2008),",?TV-14","Comedies, Dramas, International Movies"
Movie,**Duniya**,04/01/2020,1984,",?TV-14","Action & Adventure, Dramas, International Movies"
Movie,**Duplicate**,04/01/2020,1998c,",?TV-14","Comedies, Dramas, International Movies"
Movie,**Friendship**,04/01/2020,1980),",?TV-14","Action & Adventure, Dramas, International Movies"
Movie,**Gori Tere Pyaar Mein**,04/01/2020,2013,",?TV-14","Comedies, Dramas, International Movies"
Movie,**Gumrah**,04/01/2020,1993C,",?TV-14","Action & Adventure, Dramas, International Movies"
Movie,**Hasee Toh Phasee**,04/01/2020,2014S,",?TV-14","Comedies, Dramas, International Movies"
Movie,**Humpty Sharma Ki Dulhania**,04/01/2020,2014,",?TV-14","Comedies, International Movies, Romantic Movies"
Movie,**Kaal**,04/01/2020,2005C,",?TV-14","Horror Movies, International Movies, Thrillers"
Movie,**Kabhi Alvida Naa Kehna**,04/01/2020,2006C,",?TV-14","Dramas, International Movies, Romantic Movies"
Movie,**Kabhi Khushi Kabhie Gham**,04/01/2020,2001),",?TV-14","Dramas, International Movies"
Movie,**Kal Ho Naa Ho**,04/01/2020,2003),",?TV-14","Comedies, Dramas, International Movies"
Movie,**Kapoor & Sons**,04/01/2020,2016,",?TV-14","Comedies, Dramas, International Movies"
Movie,**Kuch Kuch Hota Hai**,04/01/2020,1998,",?TV-14","Comedies, Dramas, International Movies"
Movie,**Magnificent**,04/01/2020,2015,",?TV-14","Comedies, International Movies, Romantic Movies"
Movie,**Mighty Raju Rio Calling**,04/01/2020,2014,",?TV-Y7","Children & Family Movies, Sports Movies"
Movie,**Muqaddar ka Faisla**,04/01/2020,1987C,",?TV-14","Action & Adventure, Comedies, Dramas"
Movie,**SETHUM AAYIRAM PON**,04/01/2020,2020,",?TV-MA","Dramas, Independent Movies, International Movies"
Movie,**The Little Vampire**,04/01/2020,2017,",?TV-G",Children & Family Movies
Movie,**The Runaways**,04/01/2020,2010(,",?R","Dramas, Independent Movies, Music & Musicals"
Movie,**Ungli**,04/01/2020,2014(,",?TV-14","Comedies, Dramas, International Movies"
Movie,**Wildling**,04/01/2020,2018(,",?R","Horror Movies, Independent Movies, Sci-Fi & Fantasy"
Movie,**A truthful Mother**,3/31/2020,2020),",?TV-Y7",Children & Family Movies
Movie,**Marco Luque: Tamo Junto**,6/15/2017,2017),",?TV-MA",Stand-Up Comedy
TV Show,**Bal Ganesh**,3/31/2020,2019C,",?TV-Y7",Kids' TV
Movie,**Greater**,3/31/2020,2016s,",?PG","Children & Family Movies, Dramas, Sports Movies"
Movie,**Indian Horse**,3/31/2020,2017S,",?TV-MA","Dramas, Independent Movies, Sports Movies"
Movie,**Paharganj**,3/31/2020,2019C,",?TV-MA","Dramas, Independent Movies, International Movies"
Movie,**Pretty Little Stalker**,3/31/2020,2018C,",?TV-14",Thrillers
Movie,**Through My Father's Eyes: The Ronda Rousey Story**,3/31/2020,2019c,",?R","Documentaries, Sports Movies"
Movie,**Kannum Kannum Kollaiyadithaal**,3/29/2020,2020C,",?TV-14","Comedies, Dramas, International Movies"
Movie,**Rogue Warfare**,3/28/2020,2019s,",?R",Action & Adventure
Movie,**Dragons: Rescue Riders: Hunt for the Golden Dragon**,3/27/2020,2020,",?TV-Y","Children & Family Movies, Comedies"
Movie,**Maska**,3/27/2020,2020(,",?TV-MA","Comedies, Dramas, International Movies"
Movie,**The Decline**,3/27/2020,2020c,",?TV-MA","Action & Adventure, International Movies"
Movie,**There's Something in the Water**,3/27/2020,2019,",?TV-14","Documentaries, International Movies"
Movie,**True: Wuzzle Wegg Day**,3/27/2020,2020s,",?TV-Y",Children & Family Movies
Movie,**Uncorked**,3/27/2020,2020,",?TV-MA","Dramas, Independent Movies"
Movie,**Willy and the Guardians of the Lake: Tales from the Lakeside Winter Adventure**,3/27/2020,2019c,",?TV-Y",Children & Family Movies
Movie,**Happy Old Year**,3/26/2020,2019),",?TV-MA","Dramas, International Movies, Romantic Movies"
Movie,**Making Unorthodox**,3/26/2020,2020),",?TV-G","Documentaries, International Movies"
Movie,**Bethany Hamilton: Unstoppable**,3/25/2020,2019,",?PG","Children & Family Movies, Documentaries, Sports Movies"
Movie,**Curtiz**,3/25/2020,2018(,",?TV-MA","Dramas, International Movies"
Movie,**The Occupant**,3/25/2020,2020s,",?TV-MA","Independent Movies, International Movies, Thrillers"
Movie,**Tom Segura: Ball Hog**,3/24/2020,2020c,",?TV-MA",Stand-Up Comedy
Movie,**A Life of Speed: The Juan Manuel Fangio Story**,3/20/2020,2020s,",?TV-14","Documentaries, International Movies, Sports Movies"
