,type,title,date_added,Added_Day,Added_Month,Added_Year,release_year,rating,listed_in,Method
259,TV Show,Transformers: Cyberverse,2020-09-07,7,9,2020,2020,TV-Y7,Kids' TV,Kids'
260,TV Show,The Witcher: A Look Inside the Episodes,2020-09-02,2,9,2020,2020,TV-MA,"Docuseries, TV Sci-Fi & Fantasy","Docuseries,"
261,TV Show,Dérè: An African Tale,2020-08-15,15,8,2020,2016,TV-PG,"International TV Shows, Romantic TV Shows, TV Dramas",International
262,TV Show,Street Food: Latin America,2020-07-21,21,7,2020,2020,TV-PG,"Docuseries, Spanish-Language TV Shows","Docuseries,"
263,Movie,Little Singham: Legend of Dugabakka,2020-07-15,15,7,2020,2020,TV-Y7,"Children & Family Movies, Comedies",Children
264,Movie,Seven (Telugu),2020-06-26,26,6,2020,2019,TV-14,"Dramas, International Movies, Romantic Movies","Dramas,"
265,Movie,Thimmarusu,2021-08-28,28,8,2021,2021,TV-14,"Dramas, International Movies","Dramas,"
266,Movie,Wind River,2021-08-28,28,8,2021,2017,R,"Dramas, Independent Movies","Dramas,"
267,Movie,C Kkompany,2021-08-27,27,8,2021,2008,TV-14,"Action & Adventure, Comedies, International Movies",Action
268,Movie,He's All That,2021-08-27,27,8,2021,2021,TV-14,"Comedies, Romantic Movies","Comedies,"
269,TV Show,Dating Around,2020-06-12,12,6,2020,2020,TV-MA,"Reality TV, Romantic TV Shows",Reality
270,Movie,EMI: Liya Hai To Chukana Padega,2021-08-27,27,8,2021,2008,TV-14,"Comedies, Dramas, International Movies","Comedies,"
271,TV Show,First and Last,2018-09-07,7,9,2018,2018,TV-MA,Docuseries,Docuseries
272,TV Show,King of Boys: The Return of the King,2021-08-27,27,8,2021,2021,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Crime
273,Movie,Koi Aap Sa,2021-08-27,27,8,2021,2006,TV-14,"Comedies, Dramas, International Movies","Comedies,"
274,Movie,Krishna Cottage,2021-08-27,27,8,2021,2004,TV-14,"Action & Adventure, Horror Movies, International Movies",Action
275,Movie,Kucch To Hai,2021-08-27,27,8,2021,2003,TV-14,"Dramas, International Movies, Thrillers","Dramas,"
276,Movie,Kyaa Kool Hai Hum,2021-08-27,27,8,2021,2005,TV-MA,"Comedies, International Movies, Music & Musicals","Comedies,"
277,Movie,Kyaa Kool Hain Hum 3,2021-08-27,27,8,2021,2016,TV-MA,"Comedies, International Movies","Comedies,"
278,Movie,Kyaa Super Kool Hain Hum,2021-08-27,27,8,2021,2012,TV-MA,"Comedies, International Movies","Comedies,"
279,Movie,Kyo Kii... Main Jhuth Nahin Bolta,2021-08-27,27,8,2021,2001,TV-14,"Comedies, International Movies, Sci-Fi & Fantasy","Comedies,"
280,Movie,"LSD: Love, Sex Aur Dhokha",2021-08-27,27,8,2021,2010,TV-MA,"Dramas, Independent Movies, International Movies","Dramas,"
281,Movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,2021-08-27,27,8,2021,2008,TV-14,"Action & Adventure, International Movies, Music & Musicals",Action
282,Movie,Once Upon a Time in Mumbaai,2021-08-27,27,8,2021,2010,TV-14,"Dramas, International Movies, Music & Musicals","Dramas,"
283,TV Show,Especial 20 años Fútbol de Primera,2020-05-20,20,5,2020,2020,TV-14,"Docuseries, International TV Shows, Spanish-Language TV Shows","Docuseries,"
284,TV Show,Hangar 1: The UFO Files,2020-05-02,2,5,2020,2015,TV-PG,Docuseries,Docuseries
285,TV Show,Hoarders,2020-05-02,2,5,2020,2020,TV-PG,Reality TV,Reality
286,TV Show,The Universe: Ancient Mysteries Solved,2020-05-02,2,5,2020,2015,TV-PG,"Docuseries, Science & Nature TV","Docuseries,"
287,TV Show,دفعة القاهرة,2020-04-25,25,4,2020,2019,TV-14,"International TV Shows, TV Dramas",International
288,TV Show,DreamWorks Spooky Stories: Volume 2,2020-04-24,24,4,2020,2011,TV-PG,"Kids' TV, TV Comedies",Kids'
289,Movie,Once Upon a Time in Mumbai Dobaara!,2021-08-27,27,8,2021,2013,TV-14,"Dramas, International Movies, Music & Musicals","Dramas,"
290,Movie,Ragini MMS,2021-08-27,27,8,2021,2011,TV-MA,"Horror Movies, International Movies",Horror
291,Movie,Ragini MMS 2,2021-08-27,27,8,2021,2014,TV-MA,"Horror Movies, International Movies",Horror
292,TV Show,Clickbait,2021-08-25,25,8,2021,2021,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries",Crime
293,TV Show,The Circle France,2020-04-09,9,4,2020,2020,TV-MA,"International TV Shows, Reality TV",International
294,Movie,Shootout at Lokhandwala,2021-08-27,27,8,2021,2007,TV-MA,"Action & Adventure, Dramas, International Movies",Action
295,Movie,Shor In the City,2021-08-27,27,8,2021,2011,TV-14,"Comedies, Dramas, Independent Movies","Comedies,"
296,Movie,The Dirty Picture,2021-08-27,27,8,2021,2011,TV-14,"Comedies, Dramas, International Movies","Comedies,"
297,TV Show,Pokémon the Series,2020-04-01,1,4,2020,2019,TV-Y7,"Anime Series, Kids' TV",Anime
298,TV Show,Wassup Man GO!,2020-03-27,27,3,2020,2020,TV-MA,"International TV Shows, Korean TV Shows, Reality TV",International
299,TV Show,Barbie Dreamhouse Adventures: Go Team Roberts,2020-03-21,21,3,2020,2020,TV-Y,Kids' TV,Kids'
300,TV Show,Archibald's Next Big Thing,2020-03-20,20,3,2020,2020,TV-Y7,"Kids' TV, TV Comedies",Kids'
301,TV Show,Calico Critters Mini Episodes Clover,2020-03-01,1,3,2020,2020,TV-Y,Kids' TV,Kids'
302,TV Show,Passion. Panache. Pep,2020-02-21,21,2,2020,2020,TV-G,"International TV Shows, Reality TV",International
303,Movie,Really Love,2021-08-25,25,8,2021,2020,TV-MA,"Dramas, Independent Movies, Romantic Movies","Dramas,"
304,TV Show,My Holo Love,2020-02-07,7,2,2020,2020,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",International
305,TV Show,Rise of Empires: Ottoman,2020-01-24,24,1,2020,2020,TV-MA,Docuseries,Docuseries
306,TV Show,Chhota Bheem Kung Fu Dhamaka Series,2020-01-01,1,1,2020,2019,TV-Y7,Kids' TV,Kids'
307,TV Show,Pucca: Love Recipe,2019-12-31,31,12,2019,2018,TV-Y7,"Kids' TV, Korean TV Shows",Kids'
308,TV Show,The Degenerates,2019-12-31,31,12,2019,2019,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",Stand-Up
309,TV Show,Space Jungle,2019-12-01,1,12,2019,2016,TV-Y,"Kids' TV, Korean TV Shows, TV Comedies",Kids'
310,TV Show,The Charming Stepmom,2019-11-29,29,11,2019,2019,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",International
311,Movie,ChuChuTV Surprise Eggs Learning Videos (Hindi),2019-10-18,18,10,2019,2019,TV-Y,Children & Family Movies,Children
312,TV Show,Westside Story,2019-11-15,15,11,2019,2003,TV-14,"International TV Shows, Romantic TV Shows, TV Action & Adventure",International
313,TV Show,Happy Jail,2019-08-14,14,8,2019,2019,TV-MA,"Crime TV Shows, Docuseries",Crime
314,TV Show,Sleepless Society: Bedtime Wishes,2019-10-31,31,10,2019,2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Crime
315,TV Show,Tunnel,2019-10-30,30,10,2019,2019,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",Crime
316,TV Show,"ChuChu TV Kids Songs, Learning Videos & Bedtime Stories",2019-10-18,18,10,2019,2019,TV-Y,Kids' TV,Kids'
317,Movie,ChuChuTV Bedtime Stories & Moral Stories for Kids (English),2019-10-18,18,10,2019,2019,TV-Y,Children & Family Movies,Children
318,Movie,SAS: Rise of the Black Swan,2021-08-27,27,8,2021,2021,R,"Action & Adventure, International Movies",Action
319,Movie,"Bob Ross: Happy Accidents, Betrayal & Greed",2021-08-25,25,8,2021,2021,TV-14,Documentaries,Documentaries
320,TV Show,John of God: The Crimes of a Spiritual Healer,2021-08-25,25,8,2021,2021,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",Crime
321,Movie,The November Man,2021-08-25,25,8,2021,2014,R,Action & Adventure,Action
322,Movie,The Old Ways,2021-08-25,25,8,2021,2020,TV-MA,Horror Movies,Horror
323,Movie,The Water Man,2021-08-25,25,8,2021,2021,PG,"Children & Family Movies, Dramas",Children
324,Movie,The River Runner,2021-08-25,25,8,2021,2021,TV-MA,"Documentaries, Sports Movies","Documentaries,"
325,Movie,Count Me In,2021-08-24,24,8,2021,2021,TV-MA,"Documentaries, Music & Musicals","Documentaries,"
326,Movie,Untold: Caitlyn Jenner,2021-08-24,24,8,2021,2021,TV-PG,"Documentaries, LGBTQ Movies, Sports Movies","Documentaries,"
327,Movie,The Witcher: Nightmare of the Wolf,2021-08-23,23,8,2021,2021,TV-MA,"Action & Adventure, Anime Features",Action
328,Movie,Gunshot,2021-08-20,20,8,2021,2018,TV-14,"Dramas, International Movies, Thrillers","Dramas,"
329,Movie,Unroyal,2021-08-15,15,8,2021,2020,TV-MA,"Dramas, International Movies","Dramas,"
330,Movie,ChuChuTV Bedtime Stories & Moral Stories for Kids (Hindi),2019-10-18,18,10,2019,2019,TV-Y,Children & Family Movies,Children
331,Movie,Sweet Girl,2021-08-20,20,8,2021,2021,R,"Action & Adventure, Dramas",Action
332,Movie,ChuChuTV Surprise Eggs Learning Videos (English),2019-10-18,18,10,2019,2019,TV-Y,Children & Family Movies,Children
333,TV Show,Beyblade Burst Turbo,2019-10-10,10,10,2019,2018,TV-Y7,"Anime Series, Kids' TV",Anime
334,TV Show,Super Monsters,2019-10-04,4,10,2019,2019,TV-Y,Kids' TV,Kids'
335,Movie,Little Baby Bum: Go Buster,2019-10-01,1,10,2019,2019,TV-Y,Children & Family Movies,Children
336,TV Show,Top Boy,2019-09-13,13,9,2019,2019,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",British
337,TV Show,Loo Loo Kids: Johny & Friends Musical Adventures,2019-09-01,1,9,2019,2016,TV-Y,Kids' TV,Kids'
338,TV Show,HERO MASK,2019-08-23,23,8,2019,2019,TV-14,"Anime Series, Crime TV Shows, International TV Shows",Anime
339,TV Show,Extreme Engagement,2019-07-12,12,7,2019,2019,TV-MA,"International TV Shows, Reality TV",International
340,TV Show,PILI Fantasy: War of Dragons,2019-07-12,12,7,2019,2019,TV-14,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",International
341,Movie,Man in Love,2021-08-20,20,8,2021,2021,TV-MA,"Dramas, International Movies, Romantic Movies","Dramas,"
342,Movie,Boomika,2021-08-23,23,8,2021,2021,TV-14,"Horror Movies, International Movies, Thrillers",Horror
343,Movie,Boomika (Hindi),2021-08-23,23,8,2021,2021,TV-14,"Horror Movies, International Movies, Thrillers",Horror
344,Movie,Boomika (Malayalam),2021-08-23,23,8,2021,2021,TV-14,"Horror Movies, International Movies, Thrillers",Horror
345,Movie,Boomika (Telugu),2021-08-23,23,8,2021,2021,TV-14,"Horror Movies, International Movies, Thrillers",Horror
346,Movie,Like Crazy,2021-08-19,19,8,2021,2011,PG-13,"Dramas, Independent Movies, Romantic Movies","Dramas,"
347,Movie,Bombay,2021-08-18,18,8,2021,1995,TV-14,"Dramas, International Movies, Romantic Movies","Dramas,"
348,Movie,Pahuna,2021-08-18,18,8,2021,2018,TV-PG,"Comedies, Dramas, International Movies","Comedies,"
349,Movie,O Kadhal Kanmani,2021-08-18,18,8,2021,2015,TV-14,"Dramas, International Movies, Romantic Movies","Dramas,"
350,Movie,The Secret Diary of an Exchange Student,2021-08-18,18,8,2021,2021,TV-14,"Comedies, International Movies, Romantic Movies","Comedies,"
351,Movie,Walk of Shame,2021-08-16,16,8,2021,2014,R,"Comedies, Independent Movies","Comedies,"
352,Movie,Untold: Deal With the Devil,2021-08-18,18,8,2021,2021,TV-MA,"Documentaries, LGBTQ Movies, Sports Movies","Documentaries,"
353,TV Show,True Tunes,2019-07-12,12,7,2019,2019,TV-Y,Kids' TV,Kids'
354,Movie,The Piano,2021-08-15,15,8,2021,1993,R,"Classic Movies, Dramas, Independent Movies",Classic
355,Movie,Lift Like a Girl,2021-07-15,15,7,2021,2021,TV-PG,"Documentaries, International Movies, Sports Movies","Documentaries,"
356,TV Show,Kakegurui,2019-07-04,4,7,2019,2019,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",International
357,TV Show,El desconocido,2019-06-14,14,6,2019,2019,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime
358,TV Show,Killer Ratings,2019-05-31,31,5,2019,2019,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",Crime
359,TV Show,I Hear You,2019-05-15,15,5,2019,2019,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",International
360,TV Show,Away From Home,2019-05-08,8,5,2019,2015,TV-PG,"International TV Shows, TV Dramas",International
361,TV Show,Bibik-Bibikku,2019-05-08,8,5,2019,2016,TV-PG,"International TV Shows, TV Comedies",International
362,TV Show,Cinta 100KG,2019-05-08,8,5,2019,2016,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",International
363,Movie,The Loud House Movie,2021-08-20,20,8,2021,2021,TV-Y7,"Children & Family Movies, Comedies, Music & Musicals",Children
364,Movie,A Faraway Land,2021-08-19,19,8,2021,2020,TV-PG,"Dramas, International Movies, Romantic Movies","Dramas,"
365,Movie,Black Island,2021-08-18,18,8,2021,2021,TV-MA,"International Movies, Thrillers",International
366,Movie,Memories of a Murderer: The Nilsen Tapes,2021-08-18,18,8,2021,2021,TV-MA,"Documentaries, International Movies","Documentaries,"
367,Movie,Out of my league,2021-08-18,18,8,2021,2020,TV-MA,"Comedies, Dramas, International Movies","Comedies,"
368,Movie,Nneka The Pretty Serpent,2021-08-18,18,8,2021,2020,TV-14,"Dramas, International Movies","Dramas,"
369,TV Show,Cinta Iris,2019-05-08,8,5,2019,2015,TV-PG,"International TV Shows, Romantic TV Shows, TV Dramas",International
370,Movie,Beckett,2021-08-13,13,8,2021,2021,TV-MA,Action & Adventure,Action
371,TV Show,Cinta Si Wedding Planner,2019-05-08,8,5,2019,2015,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",International
372,TV Show,Cinta Teruna Kimchi,2019-05-08,8,5,2019,2016,TV-PG,"International TV Shows, TV Dramas",International
373,TV Show,Gone for Good,2021-08-13,13,8,2021,2021,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Crime
374,TV Show,Secret of Success,2019-05-08,8,5,2019,2015,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",International
375,TV Show,The Missing Menu,2019-05-08,8,5,2019,2016,TV-PG,"International TV Shows, TV Dramas",International
376,TV Show,Valeria,2021-08-13,13,8,2021,2021,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",International
377,TV Show,Unchained Fate,2019-05-08,8,5,2019,2016,TV-14,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",International
378,Movie,Lokillo: Nothing's the Same,2021-08-12,12,8,2021,2021,TV-MA,Stand-Up Comedy,Stand-Up
379,Movie,Monster Hunter: Legends of the Guild,2021-08-12,12,8,2021,2021,TV-PG,"Action & Adventure, Anime Features, Children & Family Movies",Action
380,TV Show,I Have a Script,2019-05-07,7,5,2019,2019,TV-14,"International TV Shows, TV Comedies, TV Dramas",International
381,Movie,Brother Jekwu,2021-08-11,11,8,2021,2016,TV-14,"Comedies, International Movies","Comedies,"
382,Movie,La diosa del asfalto,2021-08-11,11,8,2021,2020,TV-MA,"Dramas, Independent Movies, International Movies","Dramas,"
383,Movie,Misha and the Wolves,2021-08-11,11,8,2021,2021,PG-13,"Documentaries, International Movies","Documentaries,"
384,Movie,The Kissing Booth 3,2021-08-11,11,8,2021,2021,TV-14,"Comedies, Romantic Movies","Comedies,"
385,Movie,The Railway Man,2021-08-11,11,8,2021,2013,R,"Dramas, International Movies","Dramas,"
386,TV Show,What If?,2019-05-07,7,5,2019,2019,TV-14,"International TV Shows, TV Dramas",International
387,Movie,Super Monsters Furever Friends,2019-04-16,16,4,2019,2019,TV-Y,Children & Family Movies,Children
388,TV Show,Kicko & Super Speedo,2019-04-01,1,4,2019,2018,TV-Y7,"Kids' TV, TV Comedies",Kids'
389,TV Show,The Terminal,2019-03-29,29,3,2019,2018,TV-14,"International TV Shows, TV Dramas",International
390,TV Show,The Eagle of El-Se'eed,2019-03-25,25,3,2019,2018,TV-14,"Crime TV Shows, International TV Shows, TV Action & Adventure",Crime
391,TV Show,The 10 Sins,2019-03-22,22,3,2019,2018,TV-14,"International TV Shows, TV Dramas",International
392,Movie,Antoine Griezmann: The Making of a Legend,2019-03-21,21,3,2019,2019,TV-PG,"Documentaries, International Movies, Sports Movies","Documentaries,"
393,TV Show,09-Feb,2019-03-20,20,3,2019,2018,TV-14,"International TV Shows, TV Dramas",International
394,TV Show,My Pride,2019-03-15,15,3,2019,2018,TV-14,"International TV Shows, TV Dramas",International
395,TV Show,The Disappearance of Madeleine McCann,2019-03-15,15,3,2019,2019,TV-14,"Crime TV Shows, Docuseries",Crime
396,TV Show,The Confrontation,2019-03-08,8,3,2019,2018,TV-PG,"International TV Shows, TV Dramas",International
397,TV Show,Larva Island,2019-03-01,1,3,2019,2019,TV-Y7,"Kids' TV, Korean TV Shows, TV Comedies",Kids'
398,TV Show,Losers,2019-03-01,1,3,2019,2019,TV-MA,Docuseries,Docuseries
399,TV Show,Larry Charles' Dangerous World of Comedy,2019-02-15,15,2,2019,2019,TV-MA,"Docuseries, TV Comedies","Docuseries,"
400,TV Show,The 43,2019-02-15,15,2,2019,2019,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",Crime
401,TV Show,Dinotrux Supercharged,2018-08-03,3,8,2018,2018,TV-Y7,Kids' TV,Kids'
402,TV Show,Paprika,2019-01-31,31,1,2019,2018,TV-Y,Kids' TV,Kids'
403,Movie,Untold: Malice at the Palace,2021-08-10,10,8,2021,2021,TV-MA,"Documentaries, Sports Movies","Documentaries,"
404,TV Show,The Perfect Match,2019-01-25,25,1,2019,2017,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",International
405,Movie,Quartet,2021-08-08,8,8,2021,2012,PG-13,"Comedies, Dramas, Independent Movies","Comedies,"
406,Movie,Slay,2021-08-08,8,8,2021,2021,TV-MA,"Comedies, International Movies, Romantic Movies","Comedies,"
407,Movie,The Paper Tigers,2021-08-07,7,8,2021,2021,PG-13,"Action & Adventure, Comedies",Action
408,TV Show,Memory Love,2019-01-18,18,1,2019,2017,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",International
409,TV Show,Navarasa,2021-08-06,6,8,2021,2021,TV-MA,TV Shows,TV
410,Movie,Quam's Money,2021-08-06,6,8,2021,2020,TV-MA,"Comedies, Dramas, International Movies","Comedies,"
411,Movie,The Swarm,2021-08-06,6,8,2021,2021,TV-14,"Horror Movies, Independent Movies, International Movies",Horror
412,Movie,Vivo,2021-08-06,6,8,2021,2021,PG,"Children & Family Movies, Music & Musicals",Children
413,Movie,Chennai Express,2021-08-05,5,8,2021,2013,TV-14,"Action & Adventure, Comedies, International Movies",Action
414,Movie,City of God: 10 Years Later,2021-08-05,5,8,2021,2013,TV-MA,"Documentaries, International Movies","Documentaries,"
415,Movie,Esperando la carroza,2021-08-05,5,8,2021,1985,TV-MA,"Comedies, Cult Movies, International Movies","Comedies,"
416,Movie,Lady Boss: The Jackie Collins Story,2021-08-05,5,8,2021,2021,TV-14,Documentaries,Documentaries
417,Movie,Tango Feroz,2021-08-05,5,8,2021,1993,TV-MA,"Classic Movies, Dramas, International Movies",Classic
418,TV Show,Trigger Warning with Killer Mike,2019-01-18,18,1,2019,2019,TV-MA,"Docuseries, Stand-Up Comedy & Talk Shows","Docuseries,"
419,TV Show,Back with the Ex,2019-01-11,11,1,2019,2018,TV-MA,"International TV Shows, Reality TV, Romantic TV Shows",International
420,TV Show,See You in Time,2019-01-04,4,1,2019,2017,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",International
421,TV Show,Pioneers: First Women Filmmakers,2018-12-30,30,12,2018,1925,TV-14,TV Shows,TV
422,Movie,Bill Hicks: Reflections,2018-12-31,31,12,2018,2015,TV-MA,Documentaries,Documentaries
423,TV Show,Single Ladies Senior,2018-12-22,22,12,2018,2018,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",International
424,TV Show,Inside the Real Narcos,2018-12-14,14,12,2018,2018,TV-MA,"British TV Shows, Crime TV Shows, Docuseries",British
425,TV Show,Haunted House,2018-12-01,1,12,2018,2017,TV-G,"Kids' TV, Korean TV Shows",Kids'
426,Movie,Oddbods: The Festive Menace,2018-12-01,1,12,2018,2018,TV-Y,Movies,Movies
427,TV Show,Kulipari: Dream Walker,2018-11-20,20,11,2018,2018,TV-Y7,Kids' TV,Kids'
428,Movie,'76,2021-08-04,4,8,2021,2016,TV-PG,"Dramas, International Movies","Dramas,"
429,Movie,Aftermath,2021-08-04,4,8,2021,2021,TV-MA,Horror Movies,Horror
430,Movie,American Masters: Inventing David Geffen,2021-08-04,4,8,2021,2012,TV-MA,Movies,Movies
431,TV Show,Paap-O-Meter,2018-11-20,20,11,2018,2017,TV-Y7,"Kids' TV, TV Comedies",Kids'
432,TV Show,Cocaine Cowboys: The Kings of Miami,2021-08-04,4,8,2021,2021,TV-MA,"Crime TV Shows, Docuseries",Crime
433,TV Show,Beyblade Burst Evolution,2018-11-15,15,11,2018,2017,TV-Y,"Anime Series, Kids' TV",Anime
434,TV Show,The Great British Baking Show: The Beginnings,2018-11-01,1,11,2018,2012,TV-PG,"British TV Shows, Reality TV",British
